O*NET-SOC CODE	TITLE	DESCRIPTION
53-5011.01	Marinos experimentados	Vigilan la proa o ala del puente de mando para localizar obstáculos en el camino del barco. Miden la profundidad del mar. Giran el timón en el puente de mando o utilizan equipo de emergencia, según lo indique el primer oficial. Desbloquean, enjarcian, examinan y almacenan equipo para manejar carga, jarcias fijas y equipo desplazable. Eliminan óxido de la cubierta o estructura del barco y las pintan. Deben tener un certificado expedido por el gobierno. Además requieren de un certificado especial cuando trabajan a bordo de barcos que transporten líquidos.
53-5011.02	Marinos comunes y engrasadores marinos	Vigilan la cubierta y realizan diversas tareas para conservar la superficie del barco pintada y para dar mantenimiento a tuberías y otros equipos del barco, tales como: equipo deslizable y para el manejo de carga. Pueden engrasar y lubricar partes movibles de máquinas y equipo auxiliar. Deben tener un certificado expedido por el gobierno cuando trabajen a bordo de barcos que transporten líquidos.
53-5021.00	Capitanes, oficiales y pilotos de embarcaciones acuáticas	Comandan o supervisan operaciones de embarcaciones y naves acuáticas, tales como remolcadores y transbordadores, que entran y salen de bahías, estuarios, estrechos y brazos de vías así como en ríos, lagos, bahías y océanos. Deben tener licencias de los servicios de guardacostas de los Estados Unidos.
53-5021.01	Capitanes de barcos y buques	Están al mando de barcos que navegan en océanos, bahías, lagos, ríos y costas.
53-5021.02	Oficiales de barcos, buques y lanchas	Supervisan y coordinan actividades de la tripulación a bordo de buques, barcos, lanchas o dragas.
53-5021.03	Pilotos de buques	Están al mando de buques para dirigirlos hacia o desde puertos, estuarios, estrechos y sondas, ríos, lagos y bahías. Deben contar con una licencia de la Guardia Costera de los Estados Unidos con limitaciones que indiquen clase y tonelaje de los barcos que valida la licencia, así como ruta y aguas en las que pueden navegar.
53-5022.00	Operadores de lancha	Operan embarcaciones pequeñas de motor para trasladar pasajeros y carga entre embarcaciones o entre la embarcación y la costa. Pueden patrullar bahías y zonas de playas. Pueden ayudar en actividades de navegación.
53-5031.00	Oficiales maquinistas	Supervisan y coordinan actividades de la cuadrilla dedicada al funcionamiento y mantenimiento de motores, calderas, maquinaria de cubierta y equipos eléctricos, sanitarios y de refrigeración a bordo de la embarcación.
53-6011.00	Operadores de puentes y esclusas	Operan y atienden puentes, esclusas de canales y faros para permitir el paso marítimo por canales y ríos, cerca de las costas y en puntos peligrosos de las vías de navegación. Pueden supervisar tales operaciones. Se incluyen operadores de puentes levadizos, trabajadores que atienden y operan esclusas y operadores de puentes deslizantes.
53-6021.00	Empleados de estacionamiento	Aparcan automóviles o emiten boletos para los clientes de un estacionamiento o garaje. Pueden cobrar tarifas.
53-6031.00	Empleados de gasolineras	Dan servicio a automóviles, ómnibus, camiones, embarcaciones y demás vehículos automotores o marinos con combustible, lubricantes y accesorios. Cobran el pago de los servicios y suministros. Pueden lubricar vehículos, cambiar aceite de motor, instalar anticongelante o sustituir luces u otros accesorios, tales como las gomas de los limpiaparabrisas o correas de motor. Pueden reparar o sustituir neumáticos.
53-6041.00	Técnicos de tráfico	Emprenden estudios de terreno para determinar volumen y velocidad del tráfico, eficacia de las señales, adecuación de las luces y demás factores que influyen en las condiciones del tráfico, bajo la dirección de un ingeniero de tráfico.
53-6051.00	Inspectores de transporte	Inspeccionan equipos o artículos relacionados con el traslado seguro de carga o personas. Incluye inspectores de transporte ferroviario, tales como inspectores de carga, inspectores de vagón, inspectores de rieles y otros inspectores generales de otros tipos de vehículos de transporte.
53-6051.01	Supervisores de aviación	Supervisan aviones, procedimientos de mantenimiento, equipos auxiliares de la navegación aérea, controles de tránsito aéreo y equipo de comunicaciones para asegurarse que se cumplan las regulaciones federales de seguridad.
53-6051.02	Supervisores del transporte público	Supervisan el funcionamiento de sistemas de transporte público para asegurarse de que ofrezcan un buen servicio y de que cumplan con las regulaciones. Investigan accidentes, fallas en el equipo y quejas.
53-6051.03	Supervisores de carga en embarcaciones	Supervisan la carga de buques aptos para navegar por el mar para certificar que cumplen con las regulaciones de seguridad y sanidad sobre el manejo y almacenaje de la carga.
53-6051.04	Supervisores de ferrocarriles	Supervisan equipo, infraestructura y vías ferroviarias para garantizar una transportación segura tanto de la carga como de pasajeros.
53-6051.05	Supervisores de vehículos automotores	Supervisan vehículos automotores para asegurar que cumplan con las regulaciones gubernamentales y normas de seguridad.
53-6051.06	Supervisores de carga	Supervisan la carga para su adecuado almacenamiento conforme a especificaciones.
53-6099.99	Otros trabajadores del transporte	Todos los trabajadores del transporte no clasificados bajo otros epígrafes.
53-7011.00	Operadores y encargados de correa transportadora	Controlan o atienden correas transportadoras o sistemas de correas transportadores que trasladan materiales o productos desde centros de acopio, estaciones de elaboración, departamentos o vehículos y hacia éstos. Pueden controlar velocidad y el recorrido de materiales o productos.
53-7021.00	Operadores de grúas y torres	Operan brazos mecánicos de grúas y dispositivos o equipos de torre y dispositivos para izar y mover materiales, máquinas o productos en muchas direcciones.
53-7031.00	Operadores de dragas	Operan dragas para sacar arena, gravilla u otros materiales de lagos, ríos o arroyos; y para excavar y dar mantenimiento a canales navegables en las vías de navegación.
53-7032.00	Operadores de excavadoras, cargadoras y dragalinas	Operan o atienden maquinaria equipada con cucharas, palas o cestas para excavar y cargar materiales sueltos.
53-7032.01	Operadores de máquinas cargadoras y excavadoras	Manejan maquinaria equipada con cucharas, palas o cucharones para excavar y cargar materiales sueltos.
53-7032.02	Operadores de cables de arrastre	Manejan grúas motorizadas y equipadas con botes de draga para excavar o mover arena, grava, lodo u otros materiales.
53-7033.00	Operadores de cargadoras, minería subterránea	Operan y atienden cargadoras subterráneas para cargar carbón, mineral o roca en transbordadores o vagonetas de minas o correa transportadoras. El equipo de carga puede incluir palas eléctricas, máquinas de izaje equipadas con raquetas o palas tiradas por dispositivos o máquinas equipadas con brazos articulados y correas transportadoras.
53-7041.00	Operadores de montacargas y cabrestantes	Operan o atienden montacargas y cabrestantes para izar y halar cargas usando equipos eléctricos de cable.
53-7051.00	Operadores de camiones y tractores industriales	Operan camiones y tractores industriales equipados para mover materiales por almacenes, patios de almacenamiento, fábricas, a pie de obra o en sitios similares.
53-7061.00	Limpiadores de vehículos y equipos	Lavan o limpian vehículos, maquinarias y otros equipos. Usan materiales tales como agua, agentes de limpieza, cepillos, paños y mangueras.
53-7062.00	Jornales y peones de carga, existencias y materiales, a mano	Mueven a mano carga, existencias y materiales o realizan otro trabajo general no calificado. Se incluye a todos los jornaleros manuales no calificados no clasificados en otra parte.
53-7062.01	Estibadores, excepto operadores de equipo	Cargan y descargan de manera manual la carga de un barco. Apilan la mercancía en el hangar de tránsito o en la bodega del barco mediante el uso de una plataforma o tablero de carga. Conectan y mueven cadenas de suspensión para levantar la carga. Dirigen el levantamiento de la carga.
53-7062.02	Encargados de instalar y ayudar en locaciones cinematográficas, estudios y escenarios	Organizan el equipo; suben y bajan la escenografía; mueven plataformas rodantes, grúas de cámaras y  jirafas de micrófonos. Realizan otras tareas dentro de la industria del cine, televisión y grabación.
53-7062.03	Encargados de mover de manera manual carga, mercancía en existencia y materiales	Cargan, descargan y mueven materiales en plantas, depósitos u otros lugares de trabajo.
53-7063.00	Alimentadores y descargadores de máquinas	Alimentan o sacan materiales de máquinas o equipos automáticos o atendidos por otros trabajadores.
53-7064.00	Empacadores y embaladores, a mano	Empaca o embala a mano una amplia gama de productos y materiales.
53-7071.00	Operadores de compresores de gas y estaciones de bombeo de gasolina	Operan compresores impulsados por vapor, gas, motores eléctricos o de combustión interna. Transmiten, comprimen o recuperan gases, tales como butano, nitrógeno, hidrógeno y gas natural.
53-7071.01	Operadores de gasolineras	Controlan el funcionamiento de compresores de vapor, gas o electromotorizados para mantener presiones específicas en tuberías maestras de alta y baja presión que suministran gas desde los gasómetros.
53-7071.02	Operadores de compresores de gas	Manejan máquinas de combustión interna o de vapor que se utilizan para transmitir, comprimir o extraer gases como: gas butano, nitrógeno, hidrógeno y gas natural en diversos procesos de producción.
53-7072.00	Operadores de bomba, excepto operadores de bombas de pozo	Atienden, controlan u operan bombas impulsadas por energía eléctrica, estacionarias o portátiles y sistemas de múltiples para la transferencia de gases, petróleo, otros líquidos, barros o materiales en polvo hacia diferentes recipientes y procesos y desde ellos.
